token	freq	candidates	local_verdict	local_value	sonnet_verdict	sonnet_value	agree
racemoramide	11		NAME	racemoramide	KEEP	racemoramide	N
diampromide	11		NAME	diampromide	KEEP	diampromide	N
norlevorphanol	11		NAME	norlevorphanol	KEEP	norlevorphanol	N
dimethylthiambutene	11		NAME	dimethylthiambutene	KEEP	dimethylthiambutene	N
ethylmethylthiambutene	11		NAME	ethylmethylthiambutene	KEEP	ethylmethylthiambutene	N
boomstops	11	bookshops,doorstops	FIX	bookshops	GARBAGE		N
noncontractual	11		KEEP	noncontractual	KEEP	noncontractual	Y
clonitazene	11		NAME	clonitazene	KEEP	clonitazene	N
etonitazene	11		NAME	etonitazene	KEEP	etonitazene	N
levomoramide	11		NAME	levomoramide	KEEP	levomoramide	N
norpipanone	11		NAME	norpipanone	KEEP	norpipanone	N
trimeperidine	11		FIX	trimethoprim	KEEP	trimeperidine	N
hydromorphinol	11		FIX	hydromorphone	KEEP	hydromorphinol	N
normorphine	11		FIX	normorphine	KEEP	normorphine	N
hmuts	11	huts,muts	GARBAGE		FIX	limits	N
alfentanyl	11		FIX	alfentanil	KEEP	alfentanyl	N
nonpeace	11	noplace	GARBAGE		KEEP	nonpeace	N
nonsevere	11		FIX	nonsevere	KEEP	nonsevere	N
nonprevailing	11		FIX	nonprevailing	KEEP	nonprevailing	N
strl	11	sell,seal	FIX	sell	FIX	still	Y
nonevidentiary	11		FIX	nonevidentiary	KEEP	nonevidentiary	N
nonaccidentally	11		FIX	nonaccidentally	KEEP	nonaccidentally	N
isosafrole	11		FIX	isosafrole	KEEP	isosafrole	N
imds	11	ids,imps	GARBAGE		FIX	ids	N
repackagers	11	repackages	FIX	repackages	KEEP	repackagers	N
maics	11	mains,mails	GARBAGE		FIX	mails	N
chuckawalla	11	chuckwalla	NAME	chuckwalla	FIX	chuckwalla	N
residentrun	11		FIX	residentrun	GARBAGE		N
subproducer	11		GARBAGE		KEEP	subproducer	N
wcmis	11	wis,acis	GARBAGE		GARBAGE		Y
ploqtams	11		GARBAGE		GARBAGE		Y
administraton	11	administration,administrator	FIX	administration	FIX	administration	Y
eeceeee	11		GARBAGE		GARBAGE		Y
phenyleyclohexyl	11		FIX	phenylethylcyclohexyl	FIX	phenylcyclohexyl	Y
phenylcyclohexylamine	11		FIX	phenylcyclohexylamine	KEEP	phenylcyclohexylamine	N
ofncer	10	officer,owner	FIX	officer	FIX	officer	Y
ndred	10	hundred,added	FIX	hundred	FIX	hundred	Y
refor	10	refer,reform	FIX	refer	FIX	reform	Y
treasu	10	treasury,areas	FIX	treasury	FIX	treasury	Y
clxxxiii	10		KEEP	clxxxiii	KEEP	clxxxiii	Y
twenty-vighth	10		GARBAGE		FIX	twenty-eighth	N
eeceeeee	10		GARBAGE		GARBAGE		Y
memillan	10	mcmillan	FIX	mcmillan	NAME	McMillan	N
extin	10	extine	FIX	extine	FIX	extinction	Y
nonresi	10	nones	GARBAGE		FIX	nonresident	N
jowing	10	owing,lowing	FIX	owing	FIX	following	Y
stxty-three	10		GARBAGE		FIX	sixty-three	N
nincty-one	10		GARBAGE		FIX	ninety-one	N
dehver	10	denver,delver	NAME	denver	FIX	deliver	N
tablish	10	stablish,tallish	FIX	establish	FIX	establish	Y
ccxxix	10		KEEP	ccxxix	KEEP	ccxxix	Y
janded	10	landed,handed	FIX	landed	FIX	landed	Y
cccxl	10	cecil,cecal	GARBAGE		KEEP	cccxl	N
siaty-six	10		GARBAGE		FIX	sixty-six	N
siaty-one	10		GARBAGE		FIX	sixty-one	N
itants	10	stats,grants	FIX	itants	FIX	inhabitants	Y
reir	10	rear,heir	FIX	rear	FIX	their	Y
enumera	10	enumerate,numeral	FIX	enumerate	FIX	enumeration	Y
cclxxxix	10		KEEP	cclxxxix	KEEP	cclxxxix	Y
cccxxxix	10		KEEP	cccxxxix	KEEP	cccxxxix	Y
ccclxvi	10		KEEP	ccclxvi	KEEP	ccclxvi	Y
ccclxx	10		GARBAGE		KEEP	ccclxx	N
ccclxxiv	10		GARBAGE		KEEP	ccclxxiv	N
ccccxxi	10		GARBAGE		KEEP	ccccxxi	N
serees	10	series,serves	FIX	series	FIX	series	Y
veeee	10	levee,renee	GARBAGE		GARBAGE		Y
sesses	10	nesses,senses	FIX	senses	GARBAGE		N
ceesee	10	cease,lessee	FIX	lessee	GARBAGE		N
ccceceeee	10		GARBAGE		GARBAGE		Y
ccccli	10	cocci	GARBAGE		KEEP	ccccli	N
simuar	10	simar	NAME	Simar	FIX	similar	N
inen	10	inn,ines	FIX	inn	FIX	linen	Y
sxcriox	10		GARBAGE		GARBAGE		Y
ponas	10	ponds,pons	FIX	ponds	FIX	ponds	Y
ccclix	10	calix,cyclic	GARBAGE		KEEP	ccclix	N
assessincnt	10		GARBAGE		FIX	assessment	N
dxxiv	10	dixie	NAME	Dixie	KEEP	dxxiv	N
jector	10	sector,rector	FIX	sector	FIX	sector	Y
ofheers	10	others,offers	FIX	others	FIX	officers	Y
eact	10	act,each	FIX	act	FIX	each	Y
cseeeeee	10		GARBAGE		GARBAGE		Y
eceeeeeeee	10		GARBAGE		GARBAGE		Y
sanots	10	santos,sabots	NAME	Santos	NAME	Santos	Y
hends	10	hands,heads	FIX	hands	FIX	hands	Y
noties	10	notes,notices	FIX	notes	FIX	notices	Y
theiy	10	their,they	FIX	their	FIX	their	Y
cighicen	10		FIX	eighteen	FIX	eighteen	Y
oftcer	10	other,after	FIX	officer	FIX	officer	Y
prmted	10	prated	FIX	printed	FIX	printed	Y
ccclxix	10		GARBAGE		KEEP	ccclxix	N
recorda	10	record,records	FIX	records	FIX	records	Y
ccxxxvi	10		GARBAGE		KEEP	ccxxxvi	N
ccxlv	10		GARBAGE		KEEP	ccxlv	N
fecling	10	feeling,felling	FIX	feeling	FIX	feeling	Y
seheol	10	sheol	NAME	Sheol	FIX	school	N
soventy-five	10		FIX	seventy-five	FIX	seventy-five	Y
steth	10	seth,stets	NAME	Seth	NAME	Steth	Y
therei	10	there,therein	FIX	therein	FIX	therein	Y
feneral	10	general,federal	FIX	general	FIX	general	Y
reercation	10	recreation,revocation	FIX	recreation	FIX	recreation	Y
inacriminal	10		GARBAGE		GARBAGE		Y
ually	10	tally,ally	FIX	ally	FIX	usually	Y
eenses	10	lenses,senses	FIX	senses	FIX	licenses	Y
yrade	10	grade,trade	FIX	grade	FIX	trade	Y
wluch	10	such,which	FIX	such	FIX	which	Y
cilect	10	direct,collect	FIX	collect	FIX	collect	Y
assegs	10	assets,assess	FIX	assets	FIX	assets	Y
temof	10	lemon,tempo	GARBAGE		GARBAGE		Y
hillegass	10	illegals	NAME	Hillegass	NAME	Hillegass	Y
ceeeeeeeeees	10		GARBAGE		GARBAGE		Y
gueh	10	gush	FIX	gush	FIX	such	Y
compensi	10	compels,compendia	FIX	compels	FIX	compensatory	Y
theret	10	there,thereto	FIX	thereto	FIX	thereto	Y
watil	10	wail	GARBAGE		FIX	until	N
biect	10	bisect	FIX	bisect	FIX	object	Y
sicty-two	10		FIX	eighty-two	FIX	sixty-two	Y
allsuch	10		FIX	all such	FIX	all such	Y
arately	10	irately	GARBAGE		FIX	separately	N
ceereee	10		GARBAGE		GARBAGE		Y
twonty-four	10		FIX	twenty-four	FIX	twenty-four	Y
alpme	10	alone,lapse	FIX	alone	FIX	alpine	Y
gions	10	ions,lions	KEEP	ions	FIX	regions	N
iorth	10	forth,north	FIX	north	FIX	forth	Y
pointments	10	ointments	GARBAGE		FIX	appointments	N
diserection	10	discretion,direction	FIX	discretion	FIX	discretion	Y
rosemon	10	rosamond,robeson	NAME	Rosamond	NAME	Rosemon	Y
peddar	10	pedlar	FIX	pedlar	FIX	pedlar	Y
fompensa	10		GARBAGE		FIX	compensation	N
providel	10	provided,provide	FIX	provided	FIX	provided	Y
miscon	10	mascon	GARBAGE		FIX	misconduct	N
erintendent	10		GARBAGE		FIX	superintendent	N
preter	10	prefer,peter	FIX	prefer	FIX	prefer	Y
dustry	10	dusty	KEEP	dustry	FIX	industry	N
taxlevy	10	talley	GARBAGE		FIX	tax levy	N
curring	10	curing,curbing	FIX	curing	FIX	occurring	Y
lamanda	10	amanda,lawanda	NAME	Amanda	NAME	La Manda	Y
resewered	10	reseeded,resewed	FIX	resewed	FIX	resewered	Y
dismissa	10	dismissal,dismiss	FIX	dismissal	FIX	dismissal	Y
tuting	10	turing,tubing	KEEP	tuting	FIX	constituting	N
commls	10	commas	GARBAGE		FIX	commas	N
imerest	10	merest,imprest	FIX	merest	FIX	interest	Y
peatn	10	peat,pean	FIX	peat	FIX	death	Y
gairdneri	10	gardner	NAME	Gardner	NAME	Gairdneri	Y
superinper	10	superliner	FIX	superliner	GARBAGE		N
appropriaor	10	appropriator	FIX	appropriator	FIX	appropriator	Y
milx	10	milk,mile	FIX	milk	FIX	milk	Y
wuheerreas	10		GARBAGE		FIX	whereas	N
athletie	10	athletic,athlete	FIX	athletic	FIX	athletic	Y
wueerzeas	10		GARBAGE		FIX	whereas	N
iwenty-five	10		GARBAGE		FIX	twenty-five	N
joeation	10	location,creation	FIX	location	FIX	location	Y
venrs	10	vents,veers	FIX	vents	FIX	years	Y
coumy	10	county,court	FIX	county	FIX	county	Y
ercale	10	percale	GARBAGE		FIX	percale	N
fourtenths	10	fourteenths	FIX	fourteenths	FIX	four-tenths	Y
eatehes	10	catches,matches	KEEP	eatehes	FIX	catches	N
nonapplied	10	nonallied	GARBAGE		KEEP	nonapplied	N
haliolis	10	aiolis,halitosis	GARBAGE		FIX	haliotis	N
amdarit	10	amharic	GARBAGE		GARBAGE		Y
eommander-in-chief	10		GARBAGE		FIX	commander-in-chief	N
facturing	10	factoring,fracturing	FIX	fracturing	FIX	manufacturing	Y
merated	10	aerated,cerated	FIX	enumerated	FIX	enumerated	Y
connei	10	conner,connie	NAME	Connie	NAME	Connei	Y
onefifth	10		KEEP	onefifth	FIX	one-fifth	N
earricd	10	carried,married	FIX	carried	FIX	carried	Y
furty-second	10		FIX	forty-second	FIX	forty-second	Y
raake	10	rake	FIX	rake	FIX	rake	Y
quencies	10	quenches	FIX	quencies	FIX	frequencies	Y
exeep	10	except,exceed	FIX	except	FIX	except	Y
izes	10	ices,sizes	FIX	sizes	FIX	sizes	Y
tornia	10	tonia	NAME	Tornia	FIX	california	N
eatches	10	catches,matches	FIX	catches	FIX	catches	Y
btatz	10	blatz	GARBAGE		GARBAGE		Y
fleishhacker	10		NAME	Fleishhacker	NAME	Fleishhacker	Y
helding	10	holding,heading	FIX	holding	FIX	holding	Y
hereo	10	hereof,here	FIX	hereof	FIX	hereof	Y
delinquenev	10	delinquent,delinquency	FIX	delinquent	FIX	delinquency	Y
quicting	10	quieting,quitting	FIX	quieting	FIX	quieting	Y
tmder	10	under,order	FIX	under	FIX	under	Y
citiapter	10		GARBAGE		FIX	chapter	N
jeval	10	reval	FIX	reval	GARBAGE		N
apprupria	10		GARBAGE		FIX	appropriation	N
marvsville	10	marseille	NAME	Marysville	NAME	Marysville	Y
sequit	10	sequin	FIX	sequin	FIX	sequitur	Y
lixe	10	line,life	FIX	line	FIX	line	Y
halepensis	10		GARBAGE		KEEP	halepensis	N
narnes	10	barnes,nares	FIX	barnes	FIX	barnes	Y
ilege	10	ilene,liege	FIX	ilege	FIX	privilege	Y
vaeanev	10		GARBAGE		FIX	vacancy	N
tiun	10	tin,tun	KEEP	tiun	FIX	tion	N
theve	10	there,these	FIX	there	FIX	there	Y
doara	10	dora,dobra	GARBAGE		NAME	Doara	N
stvle	10	stale,style	FIX	style	FIX	style	Y
astrets	10	streets,assets	FIX	streets	FIX	streets	Y
cunent	10	current,consent	FIX	current	FIX	current	Y
vider	10	vide,video	FIX	vide	FIX	provide	Y
appointmer	10	appointed,appointment	FIX	appointment	FIX	appointment	Y
one-nalf	10		GARBAGE		FIX	one-half	N
mamtenanee	10		GARBAGE		FIX	maintenance	N
corinthe	10	corinth	NAME	corinth	NAME	Corinthe	Y
hnes	10	ones,hes	FIX	ones	FIX	lines	Y
remair	10	remain,repair	FIX	remain	FIX	remain	Y
efectne	10		GARBAGE		FIX	effective	N
earu	10	earn,ear	KEEP	earu	FIX	earn	N
portionments	10		GARBAGE		FIX	apportionments	N
agneultural	10		GARBAGE		FIX	agricultural	N
loyee	10	lower,levee	FIX	levee	FIX	employee	Y
nittee	10	little,litter	FIX	little	FIX	committee	Y
camphorata	10	camphorate	FIX	camphorate	KEEP	camphorata	N
eaty	10	eat,easy	KEEP	eaty	FIX	treaty	N
remam	10	ream,remap	GARBAGE		FIX	remain	N
vandation	10	valuation,vacation	FIX	valuation	FIX	foundation	Y
mainta	10	manta	GARBAGE		FIX	maintain	N
ducers	10	dupers	GARBAGE		FIX	producers	N
wueerzas	10	guerezas	GARBAGE		FIX	whereas	N
trammg	10	trammel,trauma	FIX	trammel	FIX	training	Y
marily	10	marilyn,marbly	NAME	Marilyn	FIX	primarily	N
redlegged	10		KEEP	redlegged	KEEP	redlegged	Y
ributions	10	dilutions,libations	GARBAGE		FIX	contributions	N
schco	10	schmo	FIX	schmo	FIX	school	Y
encinita	10	encrinite	NAME	Encinitas	NAME	Encinita	Y
reneals	10	repeals,rentals	FIX	repeals	FIX	repeals	Y
relatamended	10		GARBAGE		GARBAGE		Y
subsee	10	subset	FIX	subset	FIX	subsection	Y
cuaprtter	10		GARBAGE		GARBAGE		Y
falureto	10		GARBAGE		GARBAGE		Y
certafeate	10		GARBAGE		FIX	certificate	N
inguinale	10	inguinal	FIX	inguinal	KEEP	inguinale	N
federalaid	10		GARBAGE		FIX	federal aid	N
ormance	10	romance	FIX	romance	FIX	performance	Y
perent	10	percent,parent	FIX	percent	FIX	percent	Y
unior	10	junior,union	FIX	junior	FIX	junior	Y
iiouse	10	house,spouse	FIX	house	FIX	house	Y
cuaptterr	10		GARBAGE		GARBAGE		Y
indebitatus	10		GARBAGE		KEEP	indebitatus	N
borids	10	boris,bovids	GARBAGE		FIX	bonds	N
dreco	10	deco,greco	FIX	deco	NAME	Greco	N
michillinda	10		NAME	Michillinda	NAME	Michillinda	Y
subrentals	10		KEEP	subrentals	KEEP	subrentals	Y
nostate	10	costate,notate	FIX	notate	GARBAGE		N
parvipinnis	10		KEEP	parvipinnis	KEEP	parvipinnis	Y
tamaras	10	tamara	NAME	Tamara	NAME	Tamaras	Y
piperidyl	10		KEEP	piperidyl	KEEP	piperidyl	Y
aphelocoma	10		KEEP	aphelocoma	KEEP	aphelocoma	Y
hrearm	10	rearm	FIX	rearm	FIX	firearm	Y
ccccceeeee	10		GARBAGE		GARBAGE		Y
acetylmethadol	10		KEEP	acetylmethadol	KEEP	acetylmethadol	Y
betamethadol	10		KEEP	betamethadol	KEEP	betamethadol	Y
methyldihydromorphine	10		KEEP	methyldihydromorphine	KEEP	methyldihydromorphine	Y
controlvot	10		GARBAGE		GARBAGE		Y
eseeeeee	10		GARBAGE		GARBAGE		Y
ceceeeeeee	10		GARBAGE		GARBAGE		Y
somota	10	somoza	NAME	Somoza	NAME	Sonoma	Y
propietario	10		KEEP	propietario	KEEP	propietario	Y
lassom	10	lasso,lassos	FIX	lasso	FIX	lasso	Y
eeneeeeee	10		GARBAGE		GARBAGE		Y
eneneees	10		GARBAGE		GARBAGE		Y
tariffing	10	rarifying,riffing	FIX	rarifying	FIX	tariffing	Y
xitb	10	with,city	GARBAGE		FIX	with	N
cctp	10	act,city	GARBAGE		GARBAGE		Y
predisciplinary	10		KEEP	predisciplinary	KEEP	predisciplinary	Y
peltee	10	pelee,pelted	FIX	pelee	NAME	Peltee	N
eteeee	10	steele,teepee	GARBAGE		GARBAGE		Y
eeneneeeee	10		GARBAGE		GARBAGE		Y
enneetennees	10		GARBAGE		GARBAGE		Y
ilevs	10	ileus	FIX	ileus	FIX	levies	Y
bcedp	10	beds,bed	FIX	beds	GARBAGE		N
repurchasable	10	purchasable	FIX	purchasable	KEEP	repurchasable	N
arklin	10	arlin	NAME	Arlin	NAME	Arklin	Y
clairns	10	cairns	FIX	cairns	FIX	claims	Y
environmenta	10	environmental,environment	FIX	environmental	FIX	environmental	Y
noncontracted	10		KEEP	noncontracted	KEEP	noncontracted	Y
nonapplicability	10	inapplicability	FIX	inapplicability	KEEP	nonapplicability	N
cceceeeee	10		GARBAGE		GARBAGE		Y
qtams	10	tams	KEEP	tams	GARBAGE		N
ccccceeeeeee	10		GARBAGE		GARBAGE		Y
brakeshoes	10	bakeshops	FIX	brakeshoes	KEEP	brakeshoes	N
noncoterminous	10		KEEP	noncoterminous	KEEP	noncoterminous	Y
alphameprodine	10		GARBAGE		KEEP	alphameprodine	N
alphacetylmethadol	10		GARBAGE		KEEP	alphacetylmethadol	N
alphamethadol	10		GARBAGE		KEEP	alphamethadol	N
dextromoramide	10		GARBAGE		KEEP	dextromoramide	N
ehminated	10	terminated,nominated	FIX	terminated	FIX	eliminated	Y
tohowine	10		GARBAGE		GARBAGE		Y
nonurgency	10		KEEP	nonurgency	KEEP	nonurgency	Y
betacetylmethadol	10		GARBAGE		KEEP	betacetylmethadol	N
hydroxypethidine	10		GARBAGE		KEEP	hydroxypethidine	N
noracymethadol	10		GARBAGE		KEEP	noracymethadol	N
phenoperidine	10		GARBAGE		KEEP	phenoperidine	N
piritramide	10		GARBAGE		KEEP	piritramide	N
acetorphine	10		GARBAGE		KEEP	acetorphine	N
acetyldihydrocodeine	10		GARBAGE		KEEP	acetyldihydrocodeine	N
cyprenorphine	10		GARBAGE		KEEP	cyprenorphine	N
methyldesorphine	10		GARBAGE		KEEP	methyldesorphine	N
ftovis	10	clovis,stoves	NAME	clovis	NAME	Clovis	Y
cobranza	10	carranza	NAME	carranza	KEEP	cobranza	N
cobrarle	10	coracle	GARBAGE		KEEP	cobrarle	N
usarse	10	users,usage	GARBAGE		KEEP	usarse	N
sufentanyl	10		GARBAGE		KEEP	sufentanyl	N
entty	10	entity,entry	FIX	entity	FIX	entity	Y
stirhng	10	storing,strong	FIX	strong	FIX	stirling	Y
cnteria	10	criteria,interim	FIX	criteria	FIX	criteria	Y
eeeece	10	greece,fleece	GARBAGE		GARBAGE		Y
subcaps	10	hubcaps	GARBAGE		GARBAGE		Y
leghold	10	leopold,behold	NAME	leopold	KEEP	leghold	N
bermardino	10	bernardine	FIX	bernardine	NAME	Bernardino	N
gcwr	10	cor,car	GARBAGE		KEEP	gcwr	N
nearsite	10	nearside	FIX	nearside	FIX	nearside	Y
noninvestment	10		GARBAGE		KEEP	noninvestment	N
sqgs	10	sags	FIX	sags	GARBAGE		N
nonprisoner	10		GARBAGE		KEEP	nonprisoner	N
outstationed	10	outstation,outstations	FIX	outstationed	KEEP	outstationed	N
nonminority	10		FIX	nonminority	KEEP	nonminority	N
erreca	10	erect,eureka	NAME	eureka	NAME	Erreca	Y
nonschool-related	10		FIX	nonschool-related	KEEP	nonschool-related	N
