token	freq	corrected	tier	sonnet_verdict	gemma_verdict
hnes	10	lines	SONNET_FIX	FIX	FIX
hrearm	10	firearm	SONNET_FIX	FIX	FIX
hydroxypethidine	10		KEEP	KEEP	GARBAGE
iiouse	10	house	AUTO_SAFE	FIX	FIX
ilege	10	privilege	SONNET_FIX	FIX	FIX
ilevs	10	levies	SONNET_FIX	FIX	FIX
imerest	10	interest	SONNET_FIX	FIX	FIX
inacriminal	10		GARBAGE_FLAG	GARBAGE	GARBAGE
indebitatus	10		KEEP	KEEP	GARBAGE
inen	10	linen	SONNET_FIX	FIX	FIX
inguinale	10		KEEP	KEEP	FIX
iorth	10	forth	SONNET_FIX	FIX	FIX
itants	10	inhabitants	SONNET_FIX	FIX	FIX
iwenty-five	10	twenty-five	SONNET_FIX	FIX	GARBAGE
izes	10	sizes	AUTO_SAFE	FIX	FIX
janded	10	landed	AUTO_SAFE	FIX	FIX
jector	10	sector	AUTO_SAFE	FIX	FIX
jeval	10		GARBAGE_FLAG	GARBAGE	FIX
joeation	10	location	AUTO_SAFE	FIX	FIX
jowing	10	following	SONNET_FIX	FIX	FIX
lamanda	10	La Manda	SONNET_NAME	NAME	NAME
lassom	10	lasso	AUTO_SAFE	FIX	FIX
leghold	10		KEEP	KEEP	NAME
lixe	10	line	AUTO_SAFE	FIX	FIX
loyee	10	employee	SONNET_FIX	FIX	FIX
mainta	10	maintain	SONNET_FIX	FIX	GARBAGE
mamtenanee	10	maintenance	SONNET_FIX	FIX	GARBAGE
marily	10	primarily	SONNET_FIX	FIX	NAME
marvsville	10	Marysville	SONNET_NAME	NAME	NAME
memillan	10	McMillan	SONNET_NAME	NAME	FIX
merated	10	enumerated	AUTO_SAFE	FIX	FIX
methyldesorphine	10		KEEP	KEEP	GARBAGE
methyldihydromorphine	10		KEEP	KEEP	KEEP
michillinda	10	Michillinda	SONNET_NAME	NAME	NAME
milx	10	milk	AUTO_SAFE	FIX	FIX
miscon	10	misconduct	SONNET_FIX	FIX	GARBAGE
narnes	10	barnes	AUTO_SAFE	FIX	FIX
ndred	10	hundred	AUTO_SAFE	FIX	FIX
nearsite	10	nearside	AUTO_SAFE	FIX	FIX
nincty-one	10	ninety-one	SONNET_FIX	FIX	GARBAGE
nittee	10	committee	SONNET_FIX	FIX	FIX
nonapplicability	10		KEEP	KEEP	FIX
nonapplied	10		KEEP	KEEP	GARBAGE
noncontracted	10		KEEP	KEEP	KEEP
noncoterminous	10		KEEP	KEEP	KEEP
noninvestment	10		KEEP	KEEP	GARBAGE
nonminority	10		KEEP	KEEP	FIX
nonprisoner	10		KEEP	KEEP	GARBAGE
nonresi	10	nonresident	SONNET_FIX	FIX	GARBAGE
nonschool-related	10		KEEP	KEEP	FIX
nonurgency	10		KEEP	KEEP	KEEP
noracymethadol	10		KEEP	KEEP	GARBAGE
nostate	10		GARBAGE_FLAG	GARBAGE	FIX
noties	10	notices	SONNET_FIX	FIX	FIX
ofheers	10	officers	SONNET_FIX	FIX	FIX
ofncer	10	officer	AUTO_SAFE	FIX	FIX
oftcer	10	officer	AUTO_SAFE	FIX	FIX
one-nalf	10	one-half	SONNET_FIX	FIX	GARBAGE
onefifth	10	one-fifth	SONNET_FIX	FIX	KEEP
ormance	10	performance	SONNET_FIX	FIX	FIX
outstationed	10		KEEP	KEEP	FIX
parvipinnis	10		KEEP	KEEP	KEEP
peatn	10	death	SONNET_FIX	FIX	FIX
peddar	10	pedlar	AUTO_SAFE	FIX	FIX
peltee	10	Peltee	SONNET_NAME	NAME	FIX
perent	10	percent	AUTO_SAFE	FIX	FIX
phenoperidine	10		KEEP	KEEP	GARBAGE
piperidyl	10		KEEP	KEEP	KEEP
piritramide	10		KEEP	KEEP	GARBAGE
pointments	10	appointments	SONNET_FIX	FIX	GARBAGE
ponas	10	ponds	AUTO_SAFE	FIX	FIX
portionments	10	apportionments	SONNET_FIX	FIX	GARBAGE
predisciplinary	10		KEEP	KEEP	KEEP
preter	10	prefer	AUTO_SAFE	FIX	FIX
prmted	10	printed	AUTO_SAFE	FIX	FIX
propietario	10		KEEP	KEEP	KEEP
providel	10	provided	AUTO_SAFE	FIX	FIX
qtams	10		GARBAGE_FLAG	GARBAGE	KEEP
quencies	10	frequencies	SONNET_FIX	FIX	FIX
quicting	10	quieting	AUTO_SAFE	FIX	FIX
raake	10	rake	AUTO_SAFE	FIX	FIX
recorda	10	records	AUTO_SAFE	FIX	FIX
redlegged	10		KEEP	KEEP	KEEP
reercation	10	recreation	AUTO_SAFE	FIX	FIX
refor	10	reform	SONNET_FIX	FIX	FIX
reir	10	their	SONNET_FIX	FIX	FIX
relatamended	10		GARBAGE_FLAG	GARBAGE	GARBAGE
remair	10	remain	AUTO_SAFE	FIX	FIX
remam	10	remain	SONNET_FIX	FIX	GARBAGE
reneals	10	repeals	AUTO_SAFE	FIX	FIX
repurchasable	10		KEEP	KEEP	FIX
resewered	10		KEEP	FIX	FIX
ributions	10	contributions	SONNET_FIX	FIX	GARBAGE
rosemon	10	Rosemon	SONNET_NAME	NAME	NAME
sanots	10	Santos	SONNET_NAME	NAME	NAME
schco	10	school	SONNET_FIX	FIX	FIX
seheol	10	school	SONNET_FIX	FIX	NAME
sequit	10	sequitur	SONNET_FIX	FIX	FIX
serees	10	series	AUTO_SAFE	FIX	FIX
sesses	10		GARBAGE_FLAG	GARBAGE	FIX
siaty-one	10	sixty-one	SONNET_FIX	FIX	GARBAGE
siaty-six	10	sixty-six	SONNET_FIX	FIX	GARBAGE
sicty-two	10	sixty-two	SONNET_FIX	FIX	FIX
simuar	10	similar	SONNET_FIX	FIX	NAME
somota	10	Sonoma	SONNET_NAME	NAME	NAME
soventy-five	10	seventy-five	AUTO_SAFE	FIX	FIX
sqgs	10		GARBAGE_FLAG	GARBAGE	FIX
steth	10	Steth	SONNET_NAME	NAME	NAME
stirhng	10	stirling	SONNET_FIX	FIX	FIX
stvle	10	style	AUTO_SAFE	FIX	FIX
stxty-three	10	sixty-three	SONNET_FIX	FIX	GARBAGE
subcaps	10		GARBAGE_FLAG	GARBAGE	GARBAGE
subrentals	10		KEEP	KEEP	KEEP
subsee	10	subsection	SONNET_FIX	FIX	FIX
sufentanyl	10		KEEP	KEEP	GARBAGE
superinper	10		GARBAGE_FLAG	GARBAGE	FIX
sxcriox	10		GARBAGE_FLAG	GARBAGE	GARBAGE
tablish	10	establish	AUTO_SAFE	FIX	FIX
tamaras	10	Tamaras	SONNET_NAME	NAME	NAME
tariffing	10		KEEP	FIX	FIX
taxlevy	10	tax levy	SONNET_FIX	FIX	GARBAGE
temof	10		GARBAGE_FLAG	GARBAGE	GARBAGE
theiy	10	their	AUTO_SAFE	FIX	FIX
therei	10	therein	AUTO_SAFE	FIX	FIX
theret	10	thereto	AUTO_SAFE	FIX	FIX
theve	10	there	AUTO_SAFE	FIX	FIX
tiun	10	tion	SONNET_FIX	FIX	KEEP
tmder	10	under	AUTO_SAFE	FIX	FIX
tohowine	10		GARBAGE_FLAG	GARBAGE	GARBAGE
tornia	10	california	SONNET_FIX	FIX	NAME
trammg	10	training	SONNET_FIX	FIX	FIX
treasu	10	treasury	AUTO_SAFE	FIX	FIX
tuting	10	constituting	SONNET_FIX	FIX	KEEP
twenty-vighth	10	twenty-eighth	SONNET_FIX	FIX	GARBAGE
twonty-four	10	twenty-four	AUTO_SAFE	FIX	FIX
ually	10	usually	SONNET_FIX	FIX	FIX
unior	10	junior	AUTO_SAFE	FIX	FIX
usarse	10		KEEP	KEEP	GARBAGE
vaeanev	10	vacancy	SONNET_FIX	FIX	GARBAGE
vandation	10	foundation	SONNET_FIX	FIX	FIX
veeee	10		GARBAGE_FLAG	GARBAGE	GARBAGE
venrs	10	years	SONNET_FIX	FIX	FIX
vider	10	provide	SONNET_FIX	FIX	FIX
watil	10	until	SONNET_FIX	FIX	GARBAGE
wluch	10	which	SONNET_FIX	FIX	FIX
wueerzas	10	whereas	SONNET_FIX	FIX	GARBAGE
wueerzeas	10	whereas	SONNET_FIX	FIX	GARBAGE
wuheerreas	10	whereas	SONNET_FIX	FIX	GARBAGE
xitb	10	with	SONNET_FIX	FIX	GARBAGE
yrade	10	trade	SONNET_FIX	FIX	FIX
